### EC-numbers
1.4.3.-	4.2.1.1	2.7.6.-	3.5.1.88	5.4.99.-	3.1.21.4	2.3.1.48	7.2.1.-	1.16.3.1	3.4.19.12	1.3.8.-	2.7.7.19	2.4.2.-	1.1.1.169	2.4.2.10	3.5.3.1	3.3.2.-	3.1.26.4	7.1.1.9	3.4.13.9	1.1.1.100	5.1.1.-	3.1.22.-	3.4.21.-	1.11.1.-	3.4.22.28	4.6.1.18	3.4.21.4	6.1.1.4	1.15.1.1	3.4.19.-	3.4.11.1	3.4.25.1	1.3.1.9	2.4.99.-	1.1.99.-	1.97.1.12	2.7.4.6	1.17.1.-	1.7.2.-	2.7.1.71	4.2.1.11	3.4.21.90	4.1.99.-	2.8.1.1	3.6.4.13	6.3.4.4	2.7.11.1	2.7.7.23	1.9.3.-	2.3.1.39	4.1.1.11	3.2.1.26	3.1.13.-	1.8.99.-	1.11.1.6	4.2.1.2	5.3.4.1	3.2.1.4	3.4.21.5	1.14.16.-	6.3.4.2	2.1.1.37	1.12.99.-	2.1.1.361	2.1.1.-	3.1.8.1	2.7.11.-	2.3.2.24	2.7.7.48	3.5.1.98	3.1.1.31	2.7.11.22	1.18.1.2	3.1.13.4	4.1.1.23	3.2.2.27	2.5.1.7	1.14.11.-	3.5.1.2	6.3.1.2	4.3.2.-	4.1.2.25	5.3.2.-	2.7.1.1	3.1.11.-	2.7.7.4	3.6.3.14	4.2.1.20	2.3.1.41	1.18.6.1	2.3.1.74	6.3.2.19	3.2.2.22	2.8.4.1	2.4.2.17	2.1.1.56	1.10.3.-	2.5.1.54	1.2.1.11	4.2.1.8	3.1.3.16	1.12.7.2	2.7.1.-	1.17.4.1	2.7.10.-	3.1.2.14	5.3.1.6	3.4.21.91	2.2.1.-	2.7.1.2	2.7.3.-	3.1.22.4	2.3.1.16	4.99.1.-	2.7.1.35	3.4.22.69	3.1.27.-	1.12.7.-	5.1.3.-	2.7.7.65	1.17.4.-	5.3.1.24	4.2.1.59	2.5.1.10	1.8.4.11	3.4.25.-	2.7.10.2	5.2.1.-	6.1.1.3	2.7.7.49	2.8.4.-	4.1.3.-	2.3.1.31	1.1.1.205	3.1.30.-	3.4.23.-	6.5.1.2	6.1.1.15	3.6.4.-	6.2.1.-	4.1.3.3	2.7.7.60	6.3.2.6	5.1.1.3	2.4.2.9	1.14.13.-	1.1.2.-	1.1.1.1	5.1.99.-	2.8.2.-	2.5.1.47	2.7.11.24	3.4.22.15	2.6.1.42	2.1.3.2	3.2.2.9	4.2.3.3	2.6.1.-	1.5.1.-	2.7.7.24	2.1.1.57	6.1.1.20	5.3.1.5	2.7.1.25	2.2.1.1	3.6.1.1	2.3.3.16	6.3.4.-	2.7.7.9	1.18.1.-	4.2.99.-	4.1.2.4	3.1.3.1	5.3.3.8	3.2.1.1	2.7.10.1	4.2.1.113	4.2.2.2	6.1.1.1	3.1.3.-	1.2.4.-	1.6.99.-	2.5.1.18	3.4.22.29	3.1.3.2	1.1.1.27	2.3.1.286	1.14.15.-	2.7.7.3	3.1.13.2	2.7.7.6	5.4.99.18	4.1.1.39	2.7.4.8	5.6.2.1	2.3.1.-	1.7.1.-	1.6.5.2	1.18.6.-	4.6.1.2	2.6.1.52	3.1.6.-	1.6.5.-	2.3.2.31	3.6.5.5	2.8.3.-	2.3.2.-	3.2.1.18	3.5.99.-	3.1.4.35	3.1.8.-	2.3.1.12	1.6.2.-	2.1.1.72	2.3.3.-	3.4.21.92	1.14.11.27	2.7.11.17	2.1.1.359	2.7.13.-	2.5.1.15	6.3.3.-	3.2.1.22	6.1.1.6	4.3.3.7	3.4.11.18	4.2.3.4	3.1.2.-	2.4.2.8	4.1.1.48	3.7.1.-	3.1.4.53	7.2.2.-	2.7.6.5	3.6.5.3	4.3.3.-	2.7.1.21	3.1.4.-	1.11.1.24	3.6.4.10	1.14.14.1	3.5.1.60	3.2.1.52	1.16.3.-	3.1.26.3	3.4.24.69	3.5.1.11	2.1.1.193	1.7.2.1	1.14.99.-	3.6.5.2	2.7.7.n1	4.1.1.-	2.3.2.26	2.4.1.15	2.5.1.-	3.1.3.11	1.14.11.67	2.3.1.180	2.4.2.7	3.6.4.12	2.5.1.19	1.1.1.-	1.8.1.9	1.9.3.1	2.7.1.15	2.7.1.11	3.4.11.-	2.1.2.-	7.6.2.-	3.5.1.28	3.8.1.5	6.3.4.13	1.11.1.9	1.13.11.-	4.1.2.13	3.4.16.4	6.1.1.7	1.1.3.-	2.4.1.129	3.1.1.29	3.4.21.53	3.6.5.-	3.1.1.4	1.1.1.86	3.2.2.-	2.6.1.1	4.2.99.18	5.5.1.-	2.7.11.30	3.1.26.-	1.8.1.4	1.14.14.-	3.2.1.14	3.5.4.-	2.1.2.1	3.2.1.3	1.97.1.-	6.3.4.14	2.7.12.1	2.7.11.25	2.5.1.17	6.3.5.2	6.3.2.1	3.2.1.78	3.1.11.2	1.6.99.3	2.1.2.2	1.1.1.42	7.1.1.8	7.1.1.2	3.1.2.2	3.4.22.46	3.1.3.36	2.4.1.-	3.1.3.33	4.3.2.2	1.14.12.-	1.13.12.-	3.4.22.-	5.3.1.1	4.2.1.-	3.2.1.169	3.2.1.17	6.5.1.1	1.1.1.35	1.3.5.-	1.2.1.3	2.5.1.1	7.2.2.8	6.3.1.-	2.5.1.78	2.7.7.50	2.1.3.-	2.7.7.-	5.4.3.8	2.7.2.4	1.10.3.2	3.1.1.3	3.6.1.15	5.6.2.2	3.1.3.3	3.2.1.20	3.6.1.9	2.3.2.27	3.6.1.23	6.1.1.-	4.2.1.10	3.4.13.-	6.3.2.4	1.1.1.2	3.4.21.107	1.6.99.1	2.7.4.9	1.15.1.-	3.6.1.34	1.3.1.-	3.6.1.55	3.4.24.-	3.6.1.-	4.1.1.50	4.2.2.-	3.3.1.1	3.4.22.1	3.1.4.11	3.5.1.1	3.3.1.-	1.1.1.267	3.2.1.55	1.1.1.25	3.6.1.7	2.7.13.3	2.7.1.40	2.3.1.9	1.7.3.-	5.4.2.-	1.7.1.17	3.2.2.6	4.1.1.33	1.8.5.-	5.3.3.-	3.2.1.31	6.3.5.-	1.14.19.-	6.1.1.11	1.12.99.6	1.4.1.-	4.6.1.1	3.1.3.86	3.2.1.91	4.3.2.10	3.4.16.-	3.1.3.5	3.5.4.4	6.4.1.-	1.17.1.8	2.5.1.16	4.3.1.-	3.4.23.16	6.3.3.1	3.2.1.73	5.1.3.13	1.2.1.12	1.6.2.4	6.1.1.17	2.3.1.1	3.5.3.-	3.2.1.8	2.1.1.45	3.2.1.21	5.1.3.2	2.3.1.129	2.7.2.-	5.3.1.-	2.7.2.8	2.4.2.1	1.14.14.18	3.5.1.5	3.5.4.38	5.4.3.-	6.5.1.-	2.7.12.2	2.5.1.55	1.8.1.7	3.1.21.-	1.8.4.12	1.11.1.15	1.1.1.85	3.6.1.3	2.7.1.33	2.7.8.7	3.1.3.25	3.2.1.96	7.1.1.-	3.2.1.39	2.4.2.3	3.5.4.9	2.2.1.2	3.6.3.-	3.5.1.-	1.11.1.7	1.5.1.5	2.4.2.19	1.8.3.2	1.3.99.-	1.5.3.-	5.6.1.-	1.8.1.-	2.7.3.9	2.5.1.6	3.4.21.62	1.8.4.-	5.3.1.16	2.3.2.2	3.4.17.-	2.7.4.-	3.2.1.-	6.3.1.5	4.3.3.6	2.1.3.3	1.5.1.3	3.5.2.3	5.4.2.11	2.7.7.8	2.8.1.7	2.7.7.7	3.2.1.37	2.7.12.-	5.3.1.9	1.2.7.-	6.1.1.2	7.1.2.-	2.3.1.5	3.4.14.-	6.1.1.10	1.16.1.-	2.1.1.228	3.5.2.6	2.1.1.354	2.7.4.3	4.1.2.-	4.4.1.5	5.3.4.-	4.6.1.-	5.1.1.1	3.4.24.3	4.4.1.-	1.3.7.-	2.3.1.117	5.4.99.5	1.2.1.-	2.4.2.30	1.14.18.-	3.1.1.1	3.1.3.48	3.4.21.98	5.6.2.-	3.1.26.5	7.2.1.1	2.7.11.12	1.3.3.-	2.7.7.18	3.1.1.-	5.2.1.8	2.7.1.69	1.1.1.37	3.6.4.6	3.1.4.17	2.7.11.13	3.5.2.-	4.2.1.17	2.7.2.3	4.2.3.-	5.3.99.-	3.1.1.72	2.3.1.179	3.2.1.23	1.14.13.25	3.1.26.13	3.8.1.-	4.1.1.20	2.7.11.26	6.1.1.21	2.7.11.21	2.7.4.22	1.8.3.-	2.3.1.57	1.3.5.1	3.1.1.53	7.1.2.2	6.4.1.2	2.7.8.-	6.3.2.-	2.8.1.-	3.5.4.5	4.6.1.12	2.3.2.23
### SWISS-MODEL-chain	EC-numbers
Q07841-A	1.1.1.-,1.1.1.37
A2STB6-A	3.5.4.-
A9I714-A	1.13.11.-
A6T376-A	4.3.2.-,4.3.2.10
Q8CWW4-A	4.99.1.-
B2ICL0-B	4.3.2.-,4.3.2.10
A1A1I5-A	4.3.2.-,4.3.2.10
A9VLH6-A	5.3.1.16,5.3.1.-
Q48L09-A	3.6.1.-
Q9JHR7-A	3.4.24.-
Q767F1-A	2.1.1.-
Q5X2T6-A	1.1.1.-,1.1.1.37
B2TIQ9-A	4.2.1.-
A0RMP5-A	3.6.1.-
Q9RDE9-A	4.2.1.-
A8ZUC6-A	5.3.1.16,5.3.1.-
Q03VY0-B	4.3.2.-,4.3.2.10
Q4K9R8-A	3.6.1.-
Q30YS1-A	2.8.4.-
Q5L6U0-A	2.5.1.-
P0CO57-A	2.1.1.-
A9WIS2-A	1.2.1.-
A6UW35-A	2.7.4.3,2.7.4.-
B7K213-A	4.2.1.-
B7USK6-A	3.4.24.-
Q9E6P5-A	2.7.1.21,2.7.1.-
Q60099-A	3.8.1.-
Q6GV12-A	1.1.1.-
A0JUY7-A	2.5.1.-
Q8RDK3-A	2.3.3.-
Q9FUT0-A	2.5.1.-,2.5.1.18
C4Z1K1-A	4.2.1.-
F0T4D1-A	2.4.99.-
A6L5X6-A	2.7.1.-
Q9QNF7-A	2.7.1.21,2.7.1.-
P55121-A	2.3.1.-
P27595-A	2.7.1.1,2.7.1.-
P73157-A	3.4.21.-
P21557-A	5.6.2.2,5.6.2.-
O94229-C	1.1.1.-
Q8DA18-A	3.5.2.-
B2V844-A	4.2.1.-
Q9T0K7-A	3.1.2.-
A8AZK4-A	2.7.4.3,2.7.4.-
P28628-A	3.4.21.-
A2SDH0-A	3.6.5.-
Q9SB60-A	2.5.1.-
Q55GS6-A	3.1.2.-
Q68WM5-A	2.5.1.-
Q39W76-A	1.1.1.-,1.1.1.86
Q9FXA8-A	3.2.1.26,3.2.1.-
Q30WD3-A	4.2.1.-
Q2KNB5-A	2.7.1.1,2.7.1.-
A4XSN5-A	3.4.21.-
Q5FRY8-A	1.1.1.-,1.1.1.86
A5GIG7-A	4.2.1.-
Q31GE9-A	3.4.21.53,3.4.21.-
O24509-A	3.2.1.26,3.2.1.-
Q9SHH6-A	2.5.1.-,2.5.1.18
Q8R6D9-A	2.3.1.-
A9VHP9-A	3.7.1.-
Q8LH82-A	2.7.1.1,2.7.1.-
A1BHD5-A	1.2.1.-
Q1MH39-A	3.4.21.-
P50471-A	2.5.1.-,2.5.1.18
Q6HHX7-A	3.7.1.-
Q5R7Z9-A	2.3.3.-
Q7CQV5-A	3.4.19.-
A7N9A4-A	3.6.5.-
Q7T3E5-A	2.6.1.-
Q8K9R0-A	3.4.21.-
B5FRM7-A	2.5.1.-
Q8XBK2-A	2.3.1.-
B9G434-A	3.2.1.-
P89446-A	2.7.1.21,2.7.1.-
Q3A2Y7-A	3.6.1.-
P48371-A	5.6.2.2,5.6.2.-
A6H0H4-A	3.5.2.-
Q5V1C1-A	3.5.2.-
Q2RZX7-A	1.11.1.-
Q2SXT6-A	3.6.5.-
A4SFS4-A	2.7.1.-
B9E166-A	2.4.2.-,2.4.2.17
Q6KI22-A	3.4.21.53,3.4.21.-
A1SNY6-A	4.6.1.12,4.6.1.-
Q2N8I7-A	5.3.1.16,5.3.1.-
Q8R664-A	3.4.24.-
B8DT91-A	2.5.1.-
A2SE09-A	4.3.2.-,4.3.2.10
C3K8U0-A	3.6.1.-
A6TWK9-A	4.6.1.12,4.6.1.-
A6UDD3-A	1.13.11.-
Q8T2I5-A	3.2.1.17,3.2.1.-
Q8YZ37-A	1.3.3.-
A6T306-A	3.4.25.-
B9E8V7-A	2.7.1.-
Q9S2B5-A	1.13.11.-
A4UBV5-A	3.7.1.-
Q5WJC2-A	5.3.1.-
Q4ULR6-A	2.5.1.-
Q0TNA0-A	2.7.1.-
Q7VLS3-A	3.6.1.-
P60581-A	5.3.1.16,5.3.1.-
B7KGB9-A	4.99.1.-
Q3A2Z2-A	3.5.4.-
Q5HLA0-A	1.1.1.-
Q94IB8-A	2.3.1.-
B3QPU3-A	3.6.5.-
Q9CD51-A	2.7.1.-
Q8YHF1-A	2.5.1.-,2.5.1.55
Q5L0E8-A	2.8.4.-
O08756-A	1.1.1.-,1.1.1.35
K7WDL7-A	1.3.1.-
Q72ZW2-A	2.5.1.-
C5D367-A	2.7.1.-
O60123-A	3.4.16.-
P11018-A	3.4.21.-
A8HYT3-A	3.6.1.-
Q87T74-A	2.7.1.-
Q72RC5-A	4.2.1.-
Q2FGD9-w	3.6.5.-
Q49X45-A	2.5.1.-
Q2SQ70-A	2.5.1.-
Q5N3S5-A	1.3.3.-
Q30S94-A	1.2.1.-
B2VH20-A	2.7.1.-
A9BEB6-A	2.5.1.-
A6Q7Y4-A	2.5.1.-
B7LWR1-A	2.7.1.-
Q5N2S7-A	2.7.1.-
A5GLH6-A	2.7.1.-
A1AMT5-A	2.8.1.-
Q7NLJ6-A	2.7.1.-
Q55E06-A	4.2.1.-
Q976H1-A	2.5.1.-
A4JH80-A	2.7.4.3,2.7.4.-
Q4FM35-A	2.8.1.-
P42043-A	4.99.1.-
A9HS91-A	2.7.1.-
Q5FUH8-A	2.7.1.-
Q6LNB8-A	2.5.1.-,2.5.1.55
B9MKG1-A	2.7.4.3,2.7.4.-
A1S3X9-A	3.6.5.-
Q3BUF7-A	1.1.1.-
B5ZV90-A	3.6.1.-
A1VK43-A	3.5.4.-
A5EP79-A	2.3.3.-
Q7NMQ9-A	5.3.1.16,5.3.1.-
Q88V20-A	3.6.1.-
Q3INY2-A	4.3.2.-,4.3.2.10
O64967-A	1.1.1.-
Q1B7H0-B	4.3.2.-,4.3.2.10
Q4UU40-A	1.1.1.-
F4HRI2-A	2.3.2.27,2.3.2.-
Q48PJ7-A	3.5.4.-
O66952-A	2.5.1.-,2.5.1.10
A1R4S6-A	3.5.2.-
Q8A0Y7-A	4.6.1.12,4.6.1.-
Q4JSX4-A	1.2.1.-
Q6IRB8-A	1.14.11.-
A4R5S9-A	1.11.1.-
Q833G5-A	4.99.1.-
Q7VHY5-A	5.3.1.16,5.3.1.-
Q2KUX6-A	4.6.1.12,4.6.1.-
Q2GD50-A	2.7.1.-
P9WKK4-A	5.3.3.-
A6W4E9-A	5.3.1.-
C3MAR8-A	3.4.24.-
Q6G053-A	2.7.4.8,2.7.4.-
Q494E8-A	2.7.7.60,2.7.7.-
Q3JDR0-A	2.7.1.-
P0DC22-A	3.6.5.-
Q66C49-A	1.1.1.-
A0LIM5-A	1.2.1.-
B0RZT0-A	2.7.4.3,2.7.4.-
Q2YAV0-A	4.3.2.-,4.3.2.10
A8ZXG7-A	2.4.2.-,2.4.2.17
B3E467-A	2.5.1.-,2.5.1.55
A1VMB2-A	2.7.1.-
Q1CA93-A	2.3.2.-
B7GGC6-A	3.4.25.-
B3QE24-A	3.5.4.-
Q2RTY3-A	3.5.4.-
Q9EVR0-A	1.1.1.27,1.1.1.-
Q3AQY2-A	2.7.1.-
A4XWR4-A	4.6.1.12,4.6.1.-
O29153-A	2.3.1.-
Q9Z7Y5-A	2.7.4.-
Q7UIM1-A	2.7.4.-,2.7.4.9
A2BPT7-A	2.7.7.60,2.7.7.-
P53356-A	2.7.10.-,2.7.10.2
A3QFD5-A	2.8.1.-,2.8.1.7
B9DY87-A	2.7.7.60,2.7.7.-
Q8KCU7-A	2.7.4.-,2.7.4.9
Q21W76-A	2.7.4.-,2.7.4.9
Q5QWR3-A	2.7.4.3,2.7.4.-
Q8U1P0-A	3.6.4.-,3.6.4.12
Q8XXF4-A	3.6.1.-
A8GHY3-A	2.8.1.-,2.8.1.7
Q24V96-A	2.7.4.-
P42233-A	4.2.1.-
A7ZAI1-A	1.2.1.-
Q080P6-A	2.8.1.-,2.8.1.7
P48441-A	3.2.1.-
B4SJT8-A	2.5.1.-
Q1D8Z8-A	2.5.1.-
A6VXF8-A	4.99.1.-
Q92SK4-A	3.6.1.-
A5DAT0-A	3.4.16.-
Q3ZWE1-A	2.7.7.60,2.7.7.-
Q6BT11-A	3.5.1.-
A3QD98-A	2.7.4.-,2.7.4.9
P0AEX5-A	2.7.1.-
A9M8Z9-A	2.7.1.-
P22209-A	2.7.11.1,2.7.11.-
Q2SN16-A	3.6.1.-
P80905-B	1.2.7.-
C5J3R8-A	1.1.1.-
C0R2M3-A	2.5.1.-
B2TZI4-A	2.7.7.60,2.7.7.-
Q8DL91-A	2.7.7.60,2.7.7.-
Q9PHC7-A	1.3.3.-
Q6D7Z4-A	4.99.1.-
Q2RTS1-A	2.7.7.60,2.7.7.-
A1KUC8-A	2.7.4.-
Q9KSQ2-A	3.5.3.-
Q30QG7-A	2.7.7.60,2.7.7.-
Q02250-A	4.2.1.-
A3QC79-A	2.7.7.60,2.7.7.-
Q828Y9-A	2.7.4.-
B8F9X0-A	2.5.1.-,2.5.1.55
Q8PCM1-A	7.2.2.-
Q2MHH3-A	3.6.4.-,3.6.4.12
C5B8G5-A	2.7.4.-,2.7.4.9
Q9CEI4-A	2.7.6.-
P43077-B	3.2.1.52,3.2.1.-
Q8PQK3-A	3.5.1.-
Q9M4G5-A	5.4.2.-
P47859-A	2.7.1.11,2.7.1.-
Q2YBJ8-A	2.7.1.-
Q7WTU1-A	2.7.2.3,2.7.2.-
A4WBC2-A	2.5.1.-,2.5.1.55
B1X4A5-A	7.1.1.-
Q9XG98-A	2.7.6.-
B0TV29-A	2.4.2.-
Q9YFK2-A	4.3.3.-,4.3.3.6
A1WLP4-E	7.1.1.-
P57718-A	2.7.1.-
P43338-A	3.6.1.-
Q2YDW7-B	2.1.1.-
Q21TN7-A	2.7.7.-
Q3SRE6-A	7.1.1.-
Q9SU92-A	3.1.3.-
Q0A990-A	2.7.4.6,2.7.4.-
A6VQV3-A	2.3.1.-
Q9SE60-A	1.5.1.-
B6ISX8-D	7.1.1.-
A2BUS5-J	7.1.1.-
A9FFI1-A	2.4.2.-
Q9ZHI2-A	2.3.1.-
P14697-A	1.1.1.-
P53043-A	3.1.3.16,3.1.3.-
Q82081-A	3.4.22.-,3.4.22.29
Q75DD1-A	2.7.4.6,2.7.4.-
Q89AU5-F	7.1.1.-
A1Z7K9-A	3.1.13.-,3.1.13.4
Q3M9J5-A	2.3.1.-
B9JJ30-A	1.3.3.-
Q72HS0-A	6.3.2.1,6.3.2.-
Q57849-A	2.7.1.-
Q8IXQ6-B	2.4.2.-
Q72GU2-D	1.2.4.-
Q0IE55-A	6.3.2.-
O81148-C	3.4.25.-,3.4.25.1
A3CNH0-A	3.4.11.-
Q899J1-A	6.3.2.-
Q8KN33-A	1.8.5.-
B4T739-A	2.4.1.129,2.4.1.-
Q9C6Z2-A	3.6.1.-
O23924-A	4.3.1.-
Q3T0T1-B	3.4.25.-,3.4.25.1
B2UZU4-A	3.4.19.-
B1J3L2-A	2.4.1.-
Q819Q4-A	1.3.1.-
Q9R9J0-A	2.3.1.-
O29502-A	3.6.1.1,3.6.1.-
B3QLW6-A	6.3.2.-
Q1I3U3-A	2.4.2.-,2.4.2.9
Q9CE01-A	3.4.14.-
A4INW9-A	3.4.11.-
A9R3Y5-A	3.4.19.-
Q9I347-A	2.1.1.-
C1A0X5-A	2.4.1.-
O13310-A	2.7.11.1,2.7.11.-
Q67Q47-A	1.3.1.-
Q0VPK4-A	1.13.11.-
B3PTW0-A	2.4.1.-
A0K9L5-A	6.3.2.1,6.3.2.-
Q5FS71-A	3.6.1.9,3.6.1.-
B9DVG9-A	2.7.11.-
Q3M745-A	1.3.7.-
P17296-A	1.13.11.-
C1D7F0-A	4.1.1.-,4.1.1.11
A6LQR9-A	3.6.5.-
A0PU19-A	2.7.4.6,2.7.4.-
B8E0D2-A	1.2.1.-
A7GMD4-A	1.2.4.-
B1J3L3-A	6.3.2.-
Q9L1L8-A	2.7.1.11,2.7.1.-
B3QM10-A	6.3.2.1,6.3.2.-
A7Z5J9-A	1.2.4.-
P0AFG8-B	1.2.4.-
P80010-A	3.4.21.-
A8GIZ8-A	4.1.1.-,4.1.1.11
Q8UER6-A	4.6.1.-
P11035-A	1.7.1.-
Q22710-A	3.4.24.-
B0SU49-A	4.2.1.-
Q7V3C2-A	2.7.1.-
A8ZWQ4-A	2.7.1.-
A0A1L4BJ98-A	3.1.4.-
B1LM42-A	2.5.1.-
O32849-A	2.5.1.-,2.5.1.7
A0LIZ1-A	5.3.1.-
Q47HJ4-A	2.7.1.-
Q8NEV4-H	2.7.11.1,2.7.11.-
B7IFW5-A	5.3.1.-
Q97PS8-A	6.3.2.-
A5G3A1-A	6.3.2.1,6.3.2.-
B2HFA4-A	4.1.99.-
B7LT77-A	1.5.3.-
A1SET2-A	4.6.1.-
P49723-A	1.17.4.1,1.17.4.-
Q8MT80-A	2.4.1.-
Q87A92-A	5.3.1.-
P66039-A	2.5.1.-,2.5.1.78
Q87GR5-A	4.1.99.-
Q3J872-A	3.5.2.-,3.5.2.3
Q6BZH5-A	5.3.1.-
P11415-A	1.6.5.-
A0KIL8-A	4.1.99.-
Q8U4J5-B	4.1.99.-
B4EIP2-A	6.3.1.-,6.3.1.5
Q3JE55-A	2.1.3.2,2.1.3.-
P0C6T6-A	3.4.19.12,3.4.19.-
A3DDZ7-A	2.8.4.-
A4XS41-A	3.5.2.-,3.5.2.3
Q8DPA0-A	2.4.99.-
Q0DBU5-s	3.6.4.-,3.6.4.13
Q99N57-A	2.7.11.1,2.7.11.-
Q6LUX0-A	2.1.3.2,2.1.3.-
Q12069-A	5.4.99.-
Q7N0I3-A	2.4.99.-
A5V939-A	2.5.1.-,2.5.1.78
A4XFR8-A	6.3.4.-
Q4ZPJ8-A	3.5.2.-,3.5.2.3
Q8L4E9-s	3.6.4.-,3.6.4.13
Q65RH0-A	2.1.1.-
P13857-A	2.3.1.-
B7UVS7-A	2.1.1.-
Q9YC88-A	2.5.1.-,2.5.1.78
C4ZU12-A	3.2.2.-
Q9FZ92-A	3.6.4.-,3.6.4.13
B8H3X3-A	6.3.4.-
Q2RK04-A	2.5.1.-,2.5.1.78
Q3B5F4-A	6.3.4.-
P50651-A	1.17.4.1,1.17.4.-
A4VRI1-A	2.1.3.2,2.1.3.-
Q6LYF4-A	2.1.1.-
B0TS18-A	5.4.99.-
Q6DYE7-A	3.4.23.-
Q7U8K8-A	5.3.1.6,5.3.1.-
A2SFG5-A	2.1.1.-
Q9LYJ9-A	3.6.4.-,3.6.4.13
B0TGQ3-A	2.1.3.2,2.1.3.-
Q39QQ6-A	2.8.4.-
B1JBB3-A	2.1.1.-
Q10PV9-A	3.6.4.-,3.6.4.13
Q9K9V4-A	2.4.2.-,2.4.2.9
B9DUW7-B	2.1.1.-
Q2JRQ8-B	2.1.1.-
Q7NDB8-A	2.8.4.-
A5WBC6-A	2.1.1.-
Q9IMP4-A	2.7.7.48,2.7.7.-
Q8W4E1-s	3.6.4.-,3.6.4.13
Q5MZJ6-A	2.1.1.-
Q2RGU9-A	2.1.2.-
Q3AHX9-A	2.1.1.-
Q5LQ43-A	3.5.2.-,3.5.2.3
Q5K5B6-A	3.6.4.-,3.6.4.13
P80601-A	3.5.99.-
Q474K5-A	6.3.4.-
O06486-A	2.7.7.-
Q55880-B	2.1.1.-
Q28TN0-A	2.8.4.-
P42492-A	1.17.4.1,1.17.4.-
Q97AU2-A	5.3.1.6,5.3.1.-
A6VLD6-A	2.8.4.-
Q98AZ0-A	6.3.4.-
Q3B5K1-A	2.1.3.2,2.1.3.-
P57078-A	2.7.11.1,2.7.11.-
B3QQ34-A	2.1.3.2,2.1.3.-
A0LD64-A	1.7.1.-
B6IN31-A	2.1.3.2,2.1.3.-
Q2Y5H4-A	6.3.4.-
A7ML61-A	5.3.1.-
A7HT62-A	2.1.1.-
A8FFR0-A	2.4.99.-
A1USI4-A	2.5.1.-,2.5.1.78
Q59102-A	4.1.1.39,4.1.1.-
A4VPK9-A	2.1.2.-
D3SYU6-A	2.7.7.-
A7GRL3-A	3.5.2.-,3.5.2.3
Q8D4N8-A	2.8.4.-
C9RF94-A	2.7.7.-
Q0AE39-A	2.1.1.-
C4LCV5-A	5.3.1.-
Q7UF86-A	3.1.26.4,3.1.26.-
P31617-A	3.1.21.-
Q6FA61-A	1.7.1.-
C1CEN1-A	2.1.3.2,2.1.3.-
Q2J0F8-A	3.1.26.4,3.1.26.-
Q89WU7-A	2.1.2.-
B2G5B8-A	6.3.5.-
A3QGV3-A	2.1.1.-
Q086I0-A	2.1.1.-
Q605M0-A	2.1.1.-
P56102-A	3.4.11.18,3.4.11.-
A6ZXD3-A	2.1.1.-
O60760-A	5.3.99.-
Q47RR8-A	2.8.4.-
Q5FKU0-A	2.8.1.-
Q10664-B	2.7.12.-,2.7.12.2
Q3B0A6-A	4.2.1.-
B5F9T2-A	2.5.1.-,2.5.1.6
Q4K8K9-A	2.1.1.-
O27188-A	4.1.1.-,4.1.1.11
P0CM58-A	3.4.22.-
Q1IZQ5-A	4.2.1.-
Q5WEN4-A	1.1.1.-,1.1.1.85
Q11129-A	3.2.1.-,3.2.1.22
A0JUZ2-A	3.4.21.-
Q9PGB0-A	2.5.1.-,2.5.1.6
Q9AMV8-A	2.1.1.-
A9WD80-A	4.3.2.-,4.3.2.10
Q43072-A	4.2.1.-
Q5HR16-A	2.7.8.-
Q9FHG4-A	2.7.11.1,2.7.11.-
Q2T4T8-A	1.1.1.-,1.1.1.37
B0TUB8-A	2.5.1.-,2.5.1.6
Q1AS21-A	2.2.1.-
Q9Y875-A	2.3.1.-,2.3.1.31
B1WQQ4-A	2.3.3.-
A0A1D3PCI9-A	2.3.1.-
A7Z800-A	4.4.1.-
C0NX86-A	3.4.11.18,3.4.11.-
Q0CC19-A	2.7.7.4,2.7.7.-
A1WY14-A	4.2.1.-
B6ZK72-A	5.5.1.-
Q97BM8-A	4.1.1.-
P60355-A	1.11.1.-,1.11.1.6
Q50834-A	2.5.1.-
B3CLZ0-A	2.8.1.-
Q2L1E2-A	2.3.1.-
Q3I354-A	4.4.1.-
A1UT80-A	2.3.1.-
Q1EAF9-A	2.7.7.4,2.7.7.-
Q9RRT0-A	2.1.1.-
P72849-A	1.14.14.-,1.14.14.18
C1DSS0-A	4.6.1.12,4.6.1.-
A2SAC9-A	2.5.1.-
A7I0U3-A	4.4.1.-
P83966-A	1.6.5.-
B7ULH4-A	5.1.3.-
A1UM80-A	4.1.3.-
Q6ANW2-A	6.3.2.-
Q0A577-A	2.5.1.-
Q71VZ1-A	6.3.2.-
P0C0R0-A	5.6.2.2,5.6.2.-
A1AQJ8-A	6.3.5.-,6.3.5.2
Q3JAD5-A	2.1.1.-
Q2G4X5-A	1.1.1.-,1.1.1.85
A8LAA1-C	4.1.3.-
F4HPZ9-D	6.5.1.-,6.5.1.1
Q03K84-A	3.6.1.-
A0AK43-A	2.1.1.-
Q47DK8-A	6.3.5.-,6.3.5.2
A1BED5-A	3.4.23.-
Q7NS58-A	3.4.23.-
Q12WC5-A	4.2.1.-
P65155-A	4.2.1.-
B3R6Q0-B	2.8.1.-
P30664-A	3.6.4.-,3.6.4.12
C3MQI3-A	3.6.1.-
Q7MBC1-A	2.5.1.-
